name,value
Sturdy Thuja Plywood,1240000
Sturdy Timber Square,1070000
Sturdy White Cedar Plywood,1030000
Styd Amulet,19700
Styd Axe,19700
Styd Battle Axe,19700
Styd Blade,19700
Styd Crescent Pendulum,19700
Styd Crossbow,19700
Styd Florang,19700
Styd Foxspirit Charm,19700
Styd Gauntlet,19700
Styd Hammers,19700
Styd Hwando,19700
Styd Kriegsmesser,19700
Styd Kyve,19700
Styd Longbow,19700
Styd Longsword,19700
Styd Morning Star,19700
Styd Power Pole,19700
Styd Revolvers,19700
Styd Sacramentum,19500
Styd Serenaca,19700
Styd Shamshir,19700
Styd Shortsword,19700
Styd Slayer,19700
Styd Staff,19700
Styd Swallowtail Fan,19700
Sulfur,5900
Sundo Kerispear,71000
Sunflower,3350
Sunflower Seed,1840
Sunrise Herb,204
Sunrise Herb Seed,1940
Sunset Dyed Wool,233000
Supreme Bear Hide,466000
Supreme Boar Hide,135000
Supreme Fancy Feather,1400000
Supreme Fancy Reptile Skin,60500
Supreme Hard Hide,1400000
Supreme Hawk Hide,343000
Supreme Lightweight Plume,336000
Supreme Soft Hide,1400000
Supreme Thick Fur,65500
Supreme Thin Hide,940000
Supreme Tiger Hide,466000
Supreme Tough Hide,755000
Sweet Potato,2660
Sweet Potato Dough,4190
Sweet Potato Flour,4190
Sycraia Shard,46600000
Tadd Kunai,28600
Tadd Shuriken,28600
Taebaek's Belt,317000000
Talis Armor,51500
Talis Belt,107000
Talis Earring,89000
Talis Gloves,28400
Talis Helmet,50000
Talis Necklace,147000
Talis Ring,45100
Talis Shoes,36900
Taritas Armor,47800
Taritas Gloves,30000
Taritas Helmet,47300
Taritas Shoes,27000
Tati Godr Sphera,71000
Tear of the Great Ocean,101000
Teff,288
Teff Flour,2660
Teff Flour Dough,4190
Tempest Sura Katana,71000
Terrminé Champron,220000000
Terrminé Horse Gear Set,1020000000
Terrminé Saddle,264000000
Theos Ornamental Knot,28600
Theos Vitclari,28600
Thick Fur,11300
Thick Turo Blood,4680000
Thin Essence of Life,2800000
Thin Hide,27200
Thorn Tree Vediant,71000
Thornwood Plank,14000
Thornwood Plywood,67500
Thornwood Sap,46600
Thornwood Timber,1470
Thuja Plank,4830
Thuja Plywood,32300
Thuja Sap,46600
Thuja Timber,1560
Tiger Blood,20200
Tiger Hide,965
Tiger Meat,18500
Tiger Mushroom,695
Tiger Mushroom Hypha,21300
Tigerflower,1050
Tin Ingot,67500
Tin Ore,3250
Titanium Ingot,123000
Titanium Ore,9350
Token of Friendship,12700000
Tomato,2430
Tomato Seed,1550
Top-quality Cooking Honey,373000
Topaz,14400
Topaz Earrings,7850
Topaz Earrings of Regeneration,2520000
Topaz Necklace,35900
Topaz Necklace of Regeneration,2740000
Topaz Ring,5550
Topaz Ring of Regeneration,970000
Tormente Lil' Devil,10400000
Tough Flax Fabric,326000
Tough Hide,31700
Toxic Watermelon,6650
Trace of Nature,280000
Translucent Crystal,25700
Translucent Ice,86500
Translucent Ocean Sapphire Earring,341000
Translucent Ocean Sapphire Necklace,885000
Tree Spirit Belt,3680000
Tridana Giant Clam Shellfish,177000
Trina Knight Barding,395000000
Trina Knight Champron,220000000
Trina Knight Horse Gear Set,1020000000
Trina Knight Saddle,264000000
Triple-Float Fishing Rod,16200000
Troll Blood,24700
Truffle Mushroom,187000
Truffle Mushroom Hypha,18700000
Tulip,9350
Tungrad Belt,94000000
Tungrad Earring,77000000
Tungrad Necklace,82500000
Tungrad Ring,105000000
Turo Heart,14000000
Turo's Belt,195000000
Twice-brewed Mesima Tea,2970
Twilight Red Coral,1780000
Twilight Red Coral Belt,2310000
Tyrant's Blood,149000
Ultimate Armor Reform Stone,13500000
Ultimate Styd Amulet,79500
Ultimate Styd Axe,79500
Ultimate Styd Battle Axe,79500
Ultimate Styd Blade,79500
Ultimate Styd Crescent Pendulum,79500
Ultimate Styd Crossbow,79500
Ultimate Styd Florang,79500
Ultimate Styd Foxspirit Charm,79500
Ultimate Styd Gauntlet,79500
Ultimate Styd Hammers,79500
Ultimate Styd Hwando,79500
Ultimate Styd Kriegsmesser,79500
Ultimate Styd Kyve,79500
Ultimate Styd Longbow,79500
Ultimate Styd Longsword,79500
Ultimate Styd Morning Star,79500
Ultimate Styd Power Pole,79500
Ultimate Styd Sacramentum,79000
Ultimate Styd Serenaca,79500
Ultimate Styd Shamshir,79500
Ultimate Styd Shortsword,79500
Ultimate Styd Slayer,79500
Ultimate Styd Staff,79500
Ultimate Styd Swallowtail Fan,79500
Ultimate Weapon Reform Stone,14400000
Unknown Seed,18700000
Upgraded Iron Buster,10400000
Urugon's Shoes,289000000
Usable Scantling,46600
Vaha's Dawn,64000000
Valencia Rowboat Cargo Container,22200000
Valtarra Eclipsed Belt,28000000
Vanadium Ingot,140000
Vanadium Ore,9350
Vangertz Shield,21400
Vedelona,5850
Vell's Concentrated Magic,14900000000
Vell's Fine Powder,2100000
Vient Shotgun,29000
Vigiliae Clavis,21100
Vinegar,1200
Viola,955
Violet Crystal,5500
Violet Flower,32600
Violet Primordial Luster - Edana,108000000
Violet Primordial Luster - Sovereign,293000000
Vishur Quoratum,28600
Volcanic Umbrella Mushroom,28000
Vourethan Shard,29000
Waragon Blood,24700
Waragon Hide,1220
Waragon Meat,21200
Warm Seed,650000
Weasel Blood,23300
Weasel Hide,3520
Weasel Meat,30300
Weeds,9350
Wheat,1480
Wheat Dough,4190
Wheat Flour,4190
Wheat Seed,3070
White Cedar Plank,14200
White Cedar Plywood,54000
White Cedar Sap,28300
White Cedar Timber,2800
White Coral,610000
White Coral Belt,107000
White Flower Mushroom,535
White Horn Bow,29000
White Sauce,4160
White Truffle Mushroom,14000000
White Umbrella Mushroom,499
White Warrior Horn Bow,28600
Wild Beehive,93500
Wild Berry,367
Wild Grass,9700
Wise Man's Blood,135000
Witch's Earring,3850000
Withered Acacia Seed,450
Withered Grape Seed,400
Withered Sunrise Herb Seed,441
Withered Wheat Seed,136
Withered Wood Chip,2800000
Wolf Blood,15900
Wolf Hide,710
Wolf Meat,29000
Wooden Gourd Bottle,28600
Wool,81500
Worm Blood,19400
Worm Hide,28000
Worm Meat,17600
Yagakmu Sura Katana,10400000
Yak Blood,22000
Yak Hide,16800
Yak Meat,17700
Yellow Flower,32600
Youngji Mushroom,28000
Yuria Amulet,288000
Yuria Axe,288000
Yuria Battle Axe,288000
Yuria Belt,111000
Yuria Blade,288000
Yuria Crescent Pendulum,288000
Yuria Crossbow,288000
Yuria Earring,79000
Yuria Florang,288000
Yuria Foxspirit Charm,288000
Yuria Gauntlet,288000
Yuria Hammers,288000
Yuria Hwando,288000
Yuria Kriegsmesser,288000
Yuria Kyve,288000
Yuria Longbow,288000
Yuria Longsword,288000
Yuria Morning Star,288000
Yuria Necklace,120000
Yuria Power Pole,288000
Yuria Revolvers,288000
Yuria Ring,63000
Yuria Sacramentum,236000
Yuria Serenaca,288000
Yuria Shamshir,288000
Yuria Shortsword,288000
Yuria Slayer,288000
Yuria Staff,288000
Yuria Swallowtail Fan,288000
Zereth Armor,67000
Zereth Gloves,44400
Zereth Helmet,85000
Zereth Shoes,49800
Zinc Ingot,134000
Zinc Ore,7450
